[0.19353673]
[0.31260866]
[0.34376734]
[0.50813204]
[0.25650135]
[0.0932189]
[0.17495328]
[0.22375818]
[0.28549886]
[0.13448179]
[0.3183009]
[0.4377717]
[0.645505]
[0.53907466]
[0.28114796]
[0.5200816]
[0.78469497]
[0.4508481]
[0.14657575]
[0.31105232]
[0.30623868]
[0.4978126]
[0.10893569]
[0.27009082]
[0.344516]
[0.21030354]
[0.31757462]
[0.2593011]
[0.1601234]
[0.263467]
[0.17613444]
[0.2611863]
[0.7343726]
[0.40132132]
[0.39785367]
[0.644095]
[0.6897011]
[0.3111866]
[0.5188112]
[0.3064808]
[0.35209075]
[0.17256653]
[0.15650295]
[0.06755084]
[0.45990407]
[0.14826417]
[0.7598955]
[0.26363674]
[0.49455148]
[0.24748631]
[0.28475127]
[0.27605262]
[0.37751603]
[0.2932122]
[0.29046246]
[0.27962902]
[0.17991118]
[0.27958944]
[0.41632587]
[0.14385346]
[0.22429909]
[0.41015294]
[0.29222292]
[0.6403595]
[0.65871674]
[0.08584026]
[0.17981264]
[0.09031092]
[0.40049547]
[0.4633975]
[0.03331557]
[0.6834288]
[0.65805393]
[0.6909831]
[0.60096097]
[0.61066157]
[0.2571555]
[0.4581735]
[0.5470676]
[0.6568264]
[0.35686564]
[0.41638944]
[0.34652907]
[0.22900218]
[0.27243432]
[0.3547333]
[0.2872267]
[0.3563528]
[0.28177878]
[0.22395617]
[0.25130135]
[0.37859657]
[0.2220161]
[0.1885214]
[0.3661401]
[0.52349913]
[0.26081872]
[0.3461322]
[0.23314553]
[0.5683043]
[0.16920178]
[0.6641131]
[0.22069764]
[0.13433293]
[0.27625743]
[0.15908723]
[0.35313228]
[0.22108738]
[0.26389992]
[0.2222774]
[0.17804188]
[0.2028447]
[0.13183808]
[0.37178335]
[0.3906018]
[0.36318535]
[0.3042103]
[0.34700274]
[0.6285575]
[0.6912875]
[0.70359313]
[0.6835457]
[0.44543242]
[0.6016977]
[0.05739801]
[0.25938386]
[0.62296206]
[0.5459208]
[0.702924]
[0.60137236]
[0.21384855]
[0.6180076]
[0.40858647]
[0.22978783]
[0.10868318]
[0.06939789]
[0.26385346]
[0.27155995]
[0.48466203]
[0.48275402]
[0.5469101]
[0.34254655]
[0.4304409]
[0.5690187]
[0.18926325]
[0.27506086]
[0.22635181]
[0.19219896]
[0.6944086]
[0.34780696]
[0.66191834]
[0.34141842]
[0.67213774]
[0.41825223]
[0.6032239]
[0.40001163]
[0.4534959]
[0.5097219]
[0.18535241]
[0.49334067]
[0.2120952]
[0.3467646]
[0.75375223]
[0.33059704]
[0.4043607]
[0.5647396]
[0.24738793]
[0.40378308]
[0.12357821]
[0.17270687]
[0.44959888]
[0.15107465]
[0.28272972]
[0.18280098]
[0.41923136]
[0.34436584]
[0.6228895]
[0.58952004]
[0.4553988]
[0.48500806]
[0.5468965]
[0.34960777]
[0.41312784]
[0.68315476]
[0.44197208]
[0.3274686]
[0.5236864]
[0.15959698]
[0.2787219]
[0.54717976]
[0.07457706]
[0.52206415]
[0.42390224]
[0.5581048]
[0.22565944]
[0.34915075]
[0.29606336]
[0.5603965]
[0.20124438]
[0.358217]
[0.20289972]
[0.4951311]
[0.58975726]
[0.27878088]
[0.12832707]
[0.22870424]
[0.5343422]
[0.1480073]
[0.27546313]
[0.47090715]
[0.6394981]
[0.3136944]
[0.2966076]
[0.29002744]
[0.08427577]
[0.37808764]
[0.39094898]
[0.46316418]
[0.34365353]
[0.41802764]
[0.5651886]
[0.25833905]
[0.44959223]
[0.43957853]
[0.47023433]
